Cliente,Servicio,Equipo,Fecha,Tecnico,Tecnico2,Presupuesto,Estado,Observacion
SUMI,AUDITORIA ONA,UV,2026-08-10,Jaime,,,REALIZADO,
INPLAST,1 TOMA DE MUESTRA TRANSFORMADOR,TOMA,2026-08-10,Claudio,,,REALIZADO,
TECNOMYL,MANT. PREVENTIVO 1 HPLC HPLC 1-2023-IDE.,HPLC,2026-08-10,Carlos Fernandez,,,REALIZADO,
FUSQUIM,LLEVAR DETECTOR DEL HPLC 094,HPLC,2026-08-10,Junior,Carlos Noguera,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA ANABELLA RIENZI,HPLC,2026-08-10,José,Sebastián,,REALIZADO,
SUMI,AUDITORIA ONA,UV,2026-08-10,Zulma,,,REALIZADO,
GUAYAKI,REINSTALACION DE SOFTWARE,SOFTWARE,2026-08-11,Fernando,Sebastian,,REALIZADO,
SUMI,AUDITORIA ONA,UV,2026-08-11,Jaime,,,REALIZADO,
SCAVONE,HPLC 30 Y 36,,2026-08-11,Carlos Fernandez,Claudio,,REALIZADO,
TALLER,HPLC 473,HPLC,2026-08-11,Junior,,,REALIZADO,
FUSQUIM,MANT PREVENTIVO (5 HPLC) Y CORRECTIVO HPLC 136,HPLC,2026-08-11,José,Carlos Noguera,,REALIZADO,
TECNOMYL,GC 04 Y GC 05 NO TIENEN REPETIBILIDAD,GC,2026-08-11,Adán,,,REALIZADO,
SUMI,AUDITORIA ONA,UV,2026-08-11,Zulma,,,REALIZADO,
GUAYAKI,INSTALAR Y CALIFICAR SOFTAWARE,SOFTWARE,2026-08-12,Fernando,Sebastián,,REALIZADO,
SUMI,AUDITORIA ONA,UV,2026-08-12,Jaime,,,REALIZADO,
FUSQUIM,LLEVAR HPLC 473,HPLC,2026-08-12,Junior,Carlos Noguera,,REALIZADO,
TECNOMYL,CAMBIAR CONSUMIBLES HPLC 11 IDE,HPLC,2026-08-12,José,,,REALIZADO,
GALENO,"CALIF 3 HPLC I-SERIES, 1 HPLC MODULAR Y UN FTIR",HPLC,2026-08-12,Zulma,,,REALIZADO,
GUAYAKI,CONFIGURACION DE SOFTWARE CON SHIMADZU BRASIL,SOFTWARE,2026-08-13,Fernando,Sebastián,,REALIZADO,
DALLAS,MANTENIMIENTO PREVENTIVO,POLARIMETRO,2026-08-13,Jaime,,,REALIZADO,
IRIBAS,VER EQUIPO DENSITOMETRO PARA LAS 10:00 HS,DENSITOMETRO,2026-08-13,Carlos Fernandez,Junior,,REALIZADO,
ANALITICA,MP HPLC,HPLC,2026-08-13,José,Carlos Noguera,,REALIZADO,
SCAVONE,GC NO TIENE REPETIBILIDAD,GC,2026-08-13,Adán,Claudio,,REALIZADO,
GALENO,"CALIF 3 HPLC I-SERIES, 1 HPLC MODULAR Y UN FTIR",HPLC,2026-08-13,Zulma,,,REALIZADO,
SUMI,CIRCUITO ODOO CON DIEGO ALMADA,ODOO,2026-08-14,Fernando,,,REALIZADO,
QUIMFA,CALIFICACIÓN EQUIPO UV ESTABILIDAD LORENA ROMERO,UV,2026-08-14,Jaime,,S09989,REALIZADO,
INTN,REVISAR EL NIITROGENO,AA,2026-08-14,Carlos Fernandez,,,REALIZADO,
QUIMFA,HPLC 15 LLEVAR REPUESTO E INSTALAR,HPLC,2026-08-14,Junior,,,REALIZADO,
ANALITICA,MP 1 HPLC,HPLC,2026-08-14,José,,,REALIZADO,
MAAHSA,MANTENIMIENTO PREVENIVO GC,GC,2026-08-14,Adán,Carlos Noguera,S09960 Y S09957,REALIZADO,
GALENO,"CALIF 3 HPLC I-SERIES, 1 HPLC MODULAR Y UN FTIR",HPLC,2026-08-14,Zulma,,,REALIZADO,
SUMI,R4EVISION SEGUIMIENTO DEL ODOO,ODOO,17/082026,Fernando,,,REALIZADO,
SR JERINGAS,MANT Y CALIFICACION AA-7000,AA,17/082026,Jaime,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,17/082026,Carlos Fernandez,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,17/082026,Junior,,,REALIZADO,
FUSQUIM,"MP HPLC, LLEVAR HPLC",HPLC,17/082026,José,Carlos Noguera,,REALIZADO,
TECNOMYL,PROBLEMAS CON EL GC,GC,17/082026,Adán,,,REALIZADO,
GALENO,CALIF EQUIPOS HPLC,,17/082026,Zulma,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-08-18,Fernando,,,REALIZADO,
SR JERINGAS,MANT Y CALIFICACION AA-7000,AA,2026-08-18,Jaime,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-18,Carlos Fernandez,,,REALIZADO,
VIRTUAL,TRAINING SHIMADZU,C-ARM,2026-08-18,,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-18,Junior,,,REALIZADO,
TECNOMYL,VERIFICACION DEL HPLC 2,HPLC,2026-08-18,José,,,REALIZADO,
GALENO,CALIF HPLC,HPLC,2026-08-18,Zulma,,,REALIZADO,
ANALITICA,MP EQUIPOS HPLC,HPLC,2026-08-18,Sebastián,Carlos Noguera,,REALIZADO,
BASE BASE,ENTREGAR COMPUTADORA EN BASE BASE,COMPUTADORA,2026-08-18,Claudio,,,REALIZADO,
GRAMON,CALIF HPLC NUEVO,HPLC,2026-08-19,Adán,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-08-19,Fernando,,,REALIZADO,
SR JERINGAS,MANT Y CALIFICACION AA-7000,AA,2026-08-19,Jaime,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-19,Carlos Fernandez,,,REALIZADO,
QUIMFA,HPLC 24 PROBLEMAS CON LA AGUJA,HPLC,2026-08-19,José,,,REALIZADO,
QUIMFA,GC,,,,,,REALIZADO,
QUIMFA,HPLC 20,HPLC,2026-08-19,,,,REALIZADO,
DALLAS,CALIF DEL POLARIMETRO,POLARIMETRO,2026-08-19,Josías,,,REALIZADO,
VIRTUAL,TRAINING SHIMADZU,C-ARM,2026-08-19,,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-19,Junior,,,REALIZADO,
ANALITICA,MP 3 HPLC / DIGESTOR,HPLC,2026-08-19,Sebastián,,,REALIZADO,
ANALITICA,MP 3 HPLC / DIGESTOR,HPLC,2026-08-19,Carlos N.,,,REALIZADO,
BAX PHARMA,HPLC 1 PROBLEMAS DE VACUUM PUMP,HPLC,2026-08-20,José,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-08-20,Fernando,,,REALIZADO,
SR JERINGAS,MANT Y CALIFICACION AA-7000,AA,2026-08-20,Jaime,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-20,Carlos Fernandez,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-20,Junior,,,REALIZADO,
GRAMON,CALIF HPLC,HPLC,2026-08-20,Adán,Zulma,,REALIZADO,
ANALITICA,MP 3 HPLC / DIGESTOR,HPLC,2026-08-20,Sebastián,,,REALIZADO,
ANALITICA,MP 3 HPLC / DIGESTOR,HPLC,2026-08-20,Carlos N.,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-08-21,Fernando,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-21,Carlos Fernandez,,,REALIZADO,
HOHENAU,INSTALACION DE EQUIPO,DENSITOMETRO,2026-08-21,Junior,,,REALIZADO,
PROSALUD,HPLC DEA 04 FLUCTUACION DE LA PRESION,HPLC,2026-08-21,José,Claudio,,REALIZADO,
DUTRIEC,HPLC 039 PROBLEMAS DE LA LAMPARA,HPLC,2026-08-21,José,Claudio,,REALIZADO,
ANALITICA,MP VARIOS EQUIPOS,VARIOS,2026-08-21,Sebastián,,,REALIZADO,
ANALITICA,MP VARIOS EQUIPOS,VARIOS,2026-08-21,Carlos N.,,,REALIZADO,
GRAMON,CALIF DE HPLC NUEVO,HPLC,2026-08-21,Adán,,,REALIZADO,
PROSALUD,MANT Y CALIF UV DEA-EUV025 ANABELLA RIENZI,UV,2026-08-24,Jaime,Carlos N.,,REALIZADO,
SCAVONE,MP VARIOS HPLC I+D,HPLC,2026-08-24,Sebastián,,,REALIZADO,
HOSP HOHENAU,CAPACITACION DE USO DENSITOMETRO,DENSITOMETRO,2026-08-24,Carlos Fernandez,,,REALIZADO,
FUSQUIM,LLEVAR EL INYECTOR DEL 094,HPLC,2026-08-24,Junior,,,REALIZADO,
SCAVONE,MP VARIOS HPLC,HPLC,2026-08-24,José,,,REALIZADO,
GRAMON,CALIF 1 HPLC,HPLC,2026-08-24,Adán,,,REALIZADO,
PROSALUD,CALIF 3 EQUIPOS HPLC ANABELLA RIENZI,HPLC,2026-08-24,Zulma,,,REALIZADO,
BLINK,MP DIGESTOR CEM CON LOS REPUESTOS/ RELEVAMIENTO ICPE,CEM/ICPE,2026-08-25,Fernando,Carlos Noguera,,REALIZADO,
QUIMFA,MANTENIMIENTO PREVENTIVO GC-3 VIVIANA SABATE,GC,2026-08-25,Jaime,,,REALIZADO,
HOSP HOHENAU,CAPACITACION DE USO DENSITOMETRO,DENSITOMETRO,2026-08-25,Carlos Fernandez,,,REALIZADO,
PROSALUD,MP AUTOCLAVE BOYN LAURA LOPEZ,AUTOCLAVE,2026-08-25,Claudio,,,REALIZADO,
TALLER,QUIMFA HPLC 15,HPLC,2026-08-25,Junior,,,REALIZADO,
SCAVONE,MP VARIOS HPLC I+D,HPLC,2026-08-25,Sebastián,,,REALIZADO,
SCAVONE,MP VARIOS HPLC CONTROL DE CALIDAD,HPLC,2026-08-25,José,,,REALIZADO,
QUIMFA,"CALIF 3 EQUIPOS HPLC SECTOR ESTABILIDAD QF-CFHPL22, 23 y 24",HPLC,2026-08-25,Adán,,,REALIZADO,
PROSALUD,CALIF 3 EQUIPOS HPLC ANABELLA RIENZI,HPLC,2026-08-25,Zulma,,,REALIZADO,
GUAYAKI,CALIFICACION DE SOFTWARE,SOFTWARE,2026-08-26,Fernando,Carlos Noguera,,REALIZADO,
FARMACO,HPLC 2 PICO FANTASMA,HPLC,2026-08-26,Junior,,,REALIZADO,
QUIMFA,CALIF UV CFESP07 VIVIANA SABATE,,2026-08-26,Jaime,,,REALIZADO,
HOSP HOHENAU,CAPACITACION DE USO DENSITOMETRO,DENSITOMETRO,2026-08-26,Carlos Fernandez,,,REALIZADO,
PROSALUD,MP AUTOCLAVE,AUTOCLAVE,2026-08-26,Claudio,,,REALIZADO,
GALENO,LLEVAR SENSOR PARA CAMBIAR,HPLC,2026-08-26,Junior,,S09808,REALIZADO,
SCAVONE,MP VARIOS HPLC I+D,HPLC,2026-08-26,José,,,REALIZADO,
QUIMFA,"CALIF 3 EQUIPOS HPLC SECTOR ESTABILIDAD QF-CFHPL22, 23 y 24",HPLC,2026-08-26,Adán,,,REALIZADO,
PROSALUD,CALIF 3 EQUIPOS HPLC  076,HPLC,2026-08-26,Zulma,,,REALIZADO,
GUAYAKI,CALIFICACION DE SOFTWARE,SOFTWARE,2026-08-27,Fernando,,,REALIZADO,
QUIMFA,MANT TOC-L VIVIANA SABATE,TOC,2026-08-27,Jaime,,,REALIZADO,
PROSALUD,VERIFICAR HPLC DE ZULMA QUE NO PASA CALIF,HPLC,2026-08-27,Carlos Fernandez,Carlos Noguera,,REALIZADO,
ANALITICA,DIGESTOR DE NITROGENO REVISION DEL VASO,DIGESTOR DE N,2026-08-27,Junior,,,REALIZADO,
SCAVONE,MP VARIOS HPLC I+D,HPLC,2026-08-27,José,,,REALIZADO,
SCAVONE,MP VARIOS HPLC CONTROL DE CALIDAD,HPLC,2026-08-27,José,,,REALIZADO,
QUIMFA,"CALIF 3 EQUIPOS HPLC SECTOR ESTABILIDAD QF-CFHPL22, 23 y 24",HPLC,2026-08-27,Adán,,,REALIZADO,
GUAYAKI,CALIFICACION DE SOFTWARE,SOFTWARE,2026-08-28,Fernando,,,REALIZADO,
INTN,REVISAR LOS EQUIPOS AA DE ADELINA,AA,2026-08-28,Jaime,,,REALIZADO,
FARMACO,HPLC 3: NO SUCCIONA LA FASE MÓVIL,HPLC,2026-08-28,Jaime/Junior,,,REALIZADO,
ETICOS,REPUESTO PARA EL HPLC 22,HPLC,2026-08-28,Junior,,,REALIZADO,
SCAVONE,MP VARIOS HPLC CC,HPLC,2026-08-28,José,,,REALIZADO,
SCAVONE,MP VARIOS EQUIPOS CC,HPLC,2026-08-28,Sebastián,,,REALIZADO,
QUIMFA,VER PLACA DEL INYECTOR DEL HPLC 24/CALIF,HPLC,2026-08-28,Adán,,,REALIZADO,
PROSALUD,CALIF EQUIPO HPLC,HPLC,2026-08-28,Zulma,,,REALIZADO,
GUAYAKI,CALIFICACION DE SOFTWARE,SOFTWARE,2026-08-31,Fernando,,,REALIZADO,
FUSQUIM,MP EQUIPO 475,HPLC,2026-08-31,Carlos Fernandez,Carlos Noguera,,REALIZADO,
AKTRA,GC EL HORNO NO CALIENTA,GC,2026-08-31,Junior,Claudio,,REALIZADO,
SCAVONE,HPLC 22: CONTINUAR EL MP,HPLC,2026-08-31,Sebastián,José,,REALIZADO,
QUIMFA,CALIF DE HPLC,HPLC,2026-08-31,Adán,,,REALIZADO,
GALMEDIC,CALIF 1 HPLC,HPLC,2026-08-31,Zulma,,S06688,REALIZADO,
FARMEDIS,RELEVAMIENTO AUDITRAIL,SOFTWARE,2026-09-01,Fernando,,,REALIZADO,
ETICOS,HPLC 22: PERDIDA DE LIQUIDO LUGAR DESCONOCIDO,HPLC,2026-09-01,Junior,Carlos Noguera,,REALIZADO,
GALENO,LLEVAR REPUESTO DEL SENSOR DE GAS,HPLC,2026-09-01,José,,,REALIZADO,
MAAHSA,LLEVAR REPUESTO DEL GC-2030,GC,2026-09-01,Adán,Sebastián,S10394,REALIZADO,
IRIS,GC-2030 RUIDO Y LINEA DE BASE NO ESTABILIZA,GC,2026-09-01,Adán,Sebastián,,REALIZADO,
GUAYAKI,CONTINUAR CALIF DE SOFTWARE,SOFTWARE,2026-09-02,Fernando,,,REALIZADO,
CNEA,MP EQUIPO EDX,EDX,2026-09-02,Josías/ Jaime,,,REALIZADO,
GRAMON,LLEVAR E INSTALAR LOS SENSOR GAS HPLC 1 Y 2,HPLC,2026-09-02,Junior,,,REALIZADO,
SCAVONE,MANTENIMIENTO PREVENTIVO HPLC 24 Y HPLC 17,HPLC,2026-09-02,José,,,REALIZADO,
BASE BASE,LLEVAR REPUESTO DE GC E INSTALAR REALIZAR CALIFICACION,GC,2026-09-02,Adán,Carlos Noguera,"S09491, Y 9095, 9103",REALIZADO,
GRAMON,CALIF 3 HPLC,HPLC,2026-09-02,Zulma,,9235.0,REALIZADO,
GRAMON,CORRECTIVO DESINTEGRADOR SOTAX,DESINTEGRADOR,2026-09-02,Junior,,,REALIZADO,
SCAVONE,MANTENIMIENTO PREVENTIVO HPLC 24 Y HPLC 17,HPLC,2026-09-02,Sebastián,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE REMOTAMENTE,VARIOS,2026-09-03,Fernando,,,REALIZADO,
SCAVONE,4 CALIF PQ EQUIPOS HPLC SHIMADZU,UV,2026-09-03,Jaime,,,REALIZADO,
QUIMFA,RELEVAMIENTO EQUIPOS HPLC 31 Y HPLC 36,HPLC,2026-09-03,Carlos Fernandez,,,REALIZADO,
GALMEDIC,MP 3 HPLC,HPLC,2026-09-03,Junior,,,REALIZADO,
SCAVONE,UHPLC 20,HPLC,2026-09-03,José,,,REALIZADO,
PROSALUD,CAPACITACION EQUIPO GC 14:00 Hs SECTOR FISICO QUIMICO,GC,2026-09-03,Josias,,,REALIZADO,
BASE BASE,CALIF 1 EQUIPO GC,GC,2026-09-03,Adán,,,REALIZADO,
GRAMON,CALIF 3 HPLC,HPLC,2026-09-03,Zulma,,,REALIZADO,
SCAVONE,MP CONTROL DE CALIDAD,HPLC,2026-09-03,Sebastián,,,REALIZADO,
QUIMFA,RELEVAMIENTO EQUIPOS HPLC 31 Y HPLC 36,HPLC,2026-09-03,Carlos Noguera,,,REALIZADO,
GALMEDIC,MP 3 HPLC,HPLC,2026-09-03,Claudio,,,REALIZADO,
GRAMON,HPLC PROBLEMAS DE ENERGIA,HPLC,2026-09-04,Fernando,,,REALIZADO,
SCAVONE,CALIF 2 EQUIPOS UV,UV,2026-09-04,Jaime,,,REALIZADO,
GALMEDIC,MP 3 HPLC,HPLC,2026-09-04,Carlos Fernandez,,,REALIZADO,
IRIS,VERIFICACION GC 2010 Y GC 2030,GC,2026-09-04,Junior,,,REALIZADO,
TALLER,LIMPIEZA,,2026-09-04,José,,,REALIZADO,
IRIS,VERIFICACION GC 2010 Y GC 2030,GC,2026-09-04,Adán,Carlos Noguera,,REALIZADO,
GRAMON,CALIF 3 HPLC,HPLC,2026-09-04,Zulma,,,REALIZADO,
TALLER,LIMPIEZA,,2026-09-04,Sebastián,,,REALIZADO,
GALMEDIC,MP 3 HPLC,HPLC,2026-09-04,Claudio,,,REALIZADO,
GUAYAKI,CAPACITACION DE SOFTWARE,HPLC,2026-09-07,Fernando/Josias,,,REALIZADO,
FCQ,AA-6300 NO REPRODUCIR LAS LECTURAS Y PROBLEMAS DE LAMPARA,AA,2026-09-07,Jaime,,,REALIZADO,
SCAVONE,VERIFICACION DE UV DE DESARROLLO,UV,2026-09-07,Jaime,,,REALIZADO,
QUIMFA,HPLC 24: PROBLEMAS CON LA AGUJA,HPLC,2026-09-07,Carlos Fernandez,,,REALIZADO,
QUIMFA,HPLC 40: PERDIDA DE LIQUIDO,HPLC,2026-09-07,Junior,,,REALIZADO,
ALMOS,RELEVAMIENTO HPLC,HPLC,2026-09-07,José,,,REALIZADO,
GALMEDIC,TERMINAR PRUEBAS DE MANT PREVENTIVO,HPLC,2026-09-07,Claudio/José,,,REALIZADO,
FARMACO,IMPRESORA AUTOCLAVE NO IMPRESORA,HPLC,2026-09-07,Claudio/José,,,REALIZADO,
ETICOS,GC02: ERROR EN LA CORRIDA,GC,2026-09-07,Adán,,,REALIZADO,
GRAMÓN,CALIF HPLC,HPLC,2026-09-07,Zulma,,,REALIZADO,
GUAYAKI,CAPACITACION DE SOFTWARE,HPLC,2026-09-07,Sebastián,,,REALIZADO,
ETICOS,GC02: ERROR EN LA CORRIDA,GC,2026-09-07,Carlos Noguera,,,REALIZADO,
ALMOS,RELEVAMIENTO HPLC,HPLC,2026-09-07,Claudio,,,REALIZADO,
GUAYAKI,CAPACITACION DE SOFTWARE,HPLC,2026-09-08,Fernando,,,REALIZADO,
SCAVONE,CALIF UV MICROBIOLOGÍA,UV,2026-09-08,Jaime,,,REALIZADO,
HTAL DEL TRAUMA,ENTREGA DE ADAPTADOR CENTRIFUGA BOYN,BOYN,2026-09-08,Carlos Fernandez,,,REALIZADO,
FARMACO,IMPRESORA DE AUTOCLAVE NO IMPRIME,BOYN,2026-09-08,Junior,,,REALIZADO,
MSP&BS,ENTREGA DE ESTUFAS EN LA CIUDAD DE SAN LORENZO Y PIRAYU,BOYN,2026-09-08,José,,,REALIZADO,
ANALITICA,CONTINUAR CALIF GCMS Y OTROS PENDIENTES,GCMS,2026-09-08,Adán,,,REALIZADO,
GRAMON,CALIF HPLC/ SOFTWARE,SOFTWARE,2026-09-08,Zulma,,,REALIZADO,
GUAYAKI,CAPACITACION DE SOFTWARE,HPLC,2026-09-08,Sebastián,,,REALIZADO,
MSP&BS,ENTREGA DE ESTUFA EN LA CIUDAD DE SAN LORENZO,BOYN,2026-09-08,Carlos Noguera,,,REALIZADO,
FARMACO,IMPRESORA DE AUTOCLAVE NO IMPRIME,BOYN,2026-09-08,Claudio,,,REALIZADO,
GUAYAKI,CAPACITACION CON CARLOS SOLIS,SOFTWARE,2026-09-09,Fernando,,,REALIZADO,
QUIMFA,TOC NO SALE LA CURVA VIVIANA SABATE,TOC,2026-09-09,Jaime,,,REALIZADO,
GALMEDIC,VERIFICACION DE HPLC,HPLC,2026-09-09,Junior,,,REALIZADO,
QUIMFA,MP HPLC 31,HPLC,2026-09-09,José,,,REALIZADO,
SCAVONE,CALIF DE GC-2010,GC,2026-09-09,Adán,,,REALIZADO,
ANALITICA,CALIF HPLC CON DETECTOR UV,HPLC,2026-09-09,Zulma,,,REALIZADO,
GUAYAKI,CAPACITACION CON CARLOS SOLIS,,2026-09-09,Sebastián,,,REALIZADO,
QUIMFA,MP HPLC 31,HPLC,2026-09-09,Carlos Noguera,,,REALIZADO,
GALMEDIC,VERIFICACION DE HPLC,,2026-09-09,,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE Y CAPACITACION CON CARLOS SOLIS,SOFTWARE,2026-09-10,Fernando,,,REALIZADO,
QUIMFA,VERIFICACION TOC PROBLEMAS LINEA DE BASE,TOC,2026-09-10,Jaime,,,REALIZADO,
TALLER,RAMAN CAMBIAR FLEX,RAMAN,2026-09-10,Carlos Fernandez,JUNIOR,,REALIZADO,
TALLER,ARMAR EQUIPO RAYOS X,RAYOS X,2026-09-10,Junior,CARLOS,,REALIZADO,
QUIMFA,MP UV DE LORENA ROMERO,UV,2026-09-10,José,,,REALIZADO,
SCAVONE,GC,GC,2026-09-10,,,,REALIZADO,
ANALITICA,CALIF DETECTOR ECD DE ANALITICA,GC,2026-09-10,Adán,,,REALIZADO,
PROSALUD,CAPACITACION DE GC,GC,2026-09-10,Josías,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE Y CAPACITACION,SOFTWARE,2026-09-10,Sebastián,,,REALIZADO,
SCAVONE,GC Y RELEVAMIENTO DE SOTAX,DISOLUTOR,2026-09-10,Carlos Noguera,,,REALIZADO,
TALLER,,,2026-09-10,Claudio,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-11,Fernando,,,REALIZADO,
PROSALUD,LLEVAR RAMAN CON MP AL DÍA,RIGAKU,2026-09-11,Junior,,,REALIZADO,
GALENO,BAÑO ULTRASÓNICO,,2026-09-11,José,,,REALIZADO,
ANALITICA,REPUESTOS DEL GCMS Y CALIF,GCMS,2026-09-11,Adán,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-11,Sebastián,,,REALIZADO,
ANALITICA,REPUESTOS DEL GCMS Y CALIF,GCMS,2026-09-11,Carlos Noguera,,,REALIZADO,
GALENO,BAÑO ULTRASÓNICO,,2026-09-11,Claudio,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-14,Fernando,,,REALIZADO,
GUAYAKI,PRESUPUESTO DE CAPACITACION DE MANEJO Y CUIDADO DE LOS EQUIPOS,"UV,HPLC,IR",2026-09-14,Yasmin,,,REALIZADO,
GUAYAKI,Presupuestar la tapa del IR Windows,IR,2026-09-14,Yasmin,,,REALIZADO,
QUIMFA,HPLC 27 Y PROBLEMAS DE LAMPARA HPLC 28 PROBLEMAS DE RED,HPLC,2026-09-14,Carlos Fernandez,,,REALIZADO,
TALLER,SONICADOR DE GALENO PROBLEMAS DE PLACA,SONICADOR,2026-09-14,José,,,REALIZADO,
ANALITICA,VER LCMS Y GCMS,LCMS,2026-09-14,Adán,,,REALIZADO,
QUIMFA,CALIF 3 HPLC ESTABILIDAD HPLC 14 Y HPLC 19,HPLC,2026-09-14,Zulma,S10644,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-14,Sebastián,,,REALIZADO,
ANALITICA,VER LCMS Y GCMS,LCMS,2026-09-14,Carlos Noguera,,,REALIZADO,
TALLER,SONICADOR DE GALENO PROBLEMAS DE PLACA,SONICADOR,2026-09-14,Claudio,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-15,Fernando,,,REALIZADO,
MAAHSA,ENTREGA DE TERMOBALANZA Y CAPACITACION,TERMOBALANZA,2026-09-15,Jaime,,,REALIZADO,
MAAHSA,ENTREGA DE TERMOBALANZA Y CAPACITACION,TERMOBALANZA,2026-09-15,Carlos Fernandez,,,REALIZADO,
TALLER,SONICADOR DE GALENO,SONICADOR,2026-09-15,José,,,REALIZADO,
ANALITICA,VER LCMS Y GCMS,LCMS,2026-09-15,Adán,,,REALIZADO,
QUIMFA,CALIF 3 HPLC ESTABILIDAD,HPLC,2026-09-15,Zulma,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-15,Sebastián,,,REALIZADO,
ANALITICA,VER LCMS Y GCMS,LCMS,2026-09-15,Carlos Noguera,,,REALIZADO,
TALLER,SONICADOR DE GALENO,SONICADOR,2026-09-15,Claudio,,,REALIZADO,
ANALITICA,CALIF DE SOFTWARE,SOFTWARE,2026-09-16,Fernando,,,REALIZADO,
SCAVONE,MP GC-2010,GC,2026-09-16,Jaime,,,REALIZADO,
QUIMFA,HPLC 19 CAMBIO DE LAMPARA Y VERIFICACION DE ENERGIA,HPLC,2026-09-16,Carlos Fernandez,,,REALIZADO,
GRAMON,HPLC 1: PERDIDA DE LIQUIDO,HPLC,2026-09-16,Junior,,,REALIZADO,
IRIS,MANT PREVENTIVO UV-1900,UV,2026-09-16,José,,,REALIZADO,
PROSALUD,MANT PREVENTIVO GC Y CALIF,GC,2026-09-16,Adán,,,REALIZADO,
QUIMFA,CALIF 3 HPLC ESTABILIDAD HPLC 14 Y HPLC 19,HPLC,2026-09-16,Zulma,,,REALIZADO,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-16,Sebastián,,,REALIZADO,
ANALITICA,VER GCMS,GCMS,2026-09-16,Adán,,,REALIZADO,
PROSALUD,MANT PREVENTIVO GC Y CALIF,GC,2026-09-16,Carlos Noguera,,,REALIZADO,
SCAVONE,MP GC-2010,GC,2026-09-16,Claudio,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-17,Fernando,,,REALIZADO,
FARMACO,HPLC PRESTAMO PROBLEMAS DE DSR,HPLC,2026-09-17,Junior,,,REALIZADO,
PROSALUD,CALIF EQUIPO GC,GC,2026-09-17,Adán,Verónica,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-17,Sebastián,,,REALIZADO,
FARMACO,HPLC PRESTAMO PROBLEMAS DE DSR,HPLC,2026-09-17,Claudio,,,REALIZADO,
GUAYAKI,CALIF Y CAPACITACION LAB CS,SOFTWARE,2026-09-18,Fernando,,,REALIZADO,
QUIMFA,CAMBIAR EL FILTRO DE HOLMIO,HPLC,2026-09-18,Jaime,,,REALIZADO,
QUIMFA,RETIRAR LOS HPLC DE PRESTAMO,HPLC,2026-09-18,Carlos Fernandez,,,REALIZADO,
QUIMFA,RETIRAR LOS HPLC DE PRESTAMO,HPLC,2026-09-18,Junior,,,REALIZADO,
QUIMFA,CAMBIAR EL FILTRO DE HOLMIO,HPLC,2026-09-18,José,,,REALIZADO,
PROSALUD,CALIF GC,GC,2026-09-18,Adán,Verónica,,REALIZADO,
GUAYAKI,CALIF Y CAPACITACION LAB CS,SOFTWARE,2026-09-18,Sebastián,,,REALIZADO,
QUIMFA,CAMBIAR EL FILTRO DE HOLMIO,HPLC,2026-09-18,Carlos Noguera,,,REALIZADO,
PROSALUD,CALIF GC,GC,2026-09-18,Claudio,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-21,Fernando,,,REALIZADO,
DIGESA,MANT PREVENTIVO AA-7000,AA,2026-09-21,Adán,,,REALIZADO,
GRAMON,HPLC 5: NO GUARDA LA CORRIDA,,2026-09-21,Carlos Fernandez,,,REALIZADO,
